NTDID,Agency,Active,SSW,UZA,UZA Name,Modes,TOS,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",HR,DO,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,22,22,22,22,22,22,22,22,18,18,18,18,18,18,18,18,18,18,36,18,18,18,18,18,18,18,18,18,20,20,36,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",LR,DO,15,15,15,15,15,16,16,16,16,16,16,16,15,15,15,15,15,15,15,15,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,12,12,12,12,12,12,12,12,12,12,36,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,13,13,14,13,13,13,13,13,13,13,13,14,13
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",MB,DO,561,561,548,548,548,548,538,538,542,542,542,543,543,543,543,543,543,543,543,542,536,536,536,536,541,541,544,540,540,527,527,527,531,531,531,531,528,528,525,525,525,525,525,525,518,518,518,518,538,538,518,523,525,508,508,525,525,525,518,518,522,522,522,522,522,526,493,509,504,504,504,504,458,458,469,466,466,466,466,467,467,469,469,444,447,447,447,444,444,444,413,430,430,397,397,397,379,379,379,379,313,313,292,307,307,307,307,310,310,310,310,310,309,309,304,306,298,298,299,298,319,313,313,313,313,313,313,313,313,313,313,313,350,350,349,349,349,349,349,349,349,349,349,350,350,350,349,349,349,350,349,350,350,350,350,350,350
5015,The Greater Cleveland Regional Transit Authority,Active,N,25,"Cleveland, OH",RB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
5016,Central Ohio Transit Authority,Active,N,36,"Columbus, OH",DR,PT,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,40,40,40,40,40,40,40,40,40,45,45,45,45,45,45,45,45,45,45,45,45,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,40,41,41,41,41,41,41,41,41,41,41,41,41,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,58,58,58,58,58,58,58,58,58,58,58,58,68,68,68,68,68,68,68,68,68,68,68,68,60,60,60,60,60,60,60,60,60,60,60,60,66,66,66,66,66,66,66,66,66,66,66,66,
5016,Central Ohio Transit Authority,Active,N,36,"Columbus, OH",MB,DO,257,257,257,257,249,249,249,249,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,248,239,239,239,239,230,230,230,230,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,228,194,194,194,194,194,194,194,194,194,194,194,194,195,195,195,195,195,195,195,195,195,195,195,194,202,202,202,202,210,210,210,210,219,219,219,219,225,225,225,225,232,232,232,232,235,235,235,235,237,237,237,237,238,238,238,238,241,241,241,241,244,244,244,244,245,245,245,245,247,247,247,247,251,251,251,256,256,256,256,256,257,257,257,257,261,261,261,261,261,261,261,261,261,261,261,261,334,334,334,334,334,334,334,334,334,334,334,334,
5017,Greater Dayton Regional Transit Authority,Active,N,59,"Dayton, OH",DR,DO,55,55,55,55,55,54,54,52,52,52,52,52,54,55,55,55,55,55,55,55,55,55,60,60,,,,,,,,,,,,,63,63,63,63,64,63,63,63,64,64,64,64,72,72,72,72,72,72,72,72,69,75,79,82,78,77,82,82,84,83,78,77,78,81,82,78,83,76,78,76,72,76,76,76,69,78,70,82,84,84,82,74,72,82,71,70,67,69,70,69,67,68,67,66,64,64,66,65,67,63,75,63,69,68,68,68,70,68,64,66,68,67,72,69,68,66,67,67,68,66,67,63,61,60,58,56,57,55,57,52,54,48,47,51,52,51,52,50,49,54,51,54,51,51,52,52,52,51,51,52,51
5017,Greater Dayton Regional Transit Authority,Active,N,59,"Dayton, OH",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,60,60,61,63,63,63,63,63,63,63,63,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,Greater Dayton Regional Transit Authority,Active,N,59,"Dayton, OH",MB,DO,132,132,125,125,125,113,113,113,121,121,121,121,121,118,118,118,118,106,106,106,116,116,116,116,,,,,,,,,,,,,114,114,114,114,114,114,114,114,114,114,114,114,120,120,120,120,120,120,120,131,131,131,131,131,131,117,117,117,117,117,117,105,105,105,105,105,105,108,108,108,108,108,85,95,95,92,92,92,92,92,92,92,92,92,102,103,103,103,103,87,88,88,88,88,88,88,80,80,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,87,86,86,86,86,86,86,80,90,90,90,90,90,93,93,93,93,93,83,83,83,94,94,94,94,93
5017,Greater Dayton Regional Transit Authority,Active,N,59,"Dayton, OH",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,113,113,113,113,113,101,101,101,115,115,115,115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5017,Greater Dayton Regional Transit Authority,Active,N,59,"Dayton, OH",TB,DO,45,45,43,43,43,41,41,41,43,43,43,43,43,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,31,31,31,31,31,31,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,10,10,10,10,10,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,28,28,28,28,28,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26
5019,City of Middletown - Middletown Transit System,Active,Y,308,"Middletown, OH",DR,DO,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5019,City of Middletown - Middletown Transit System,Active,Y,308,"Middletown, OH",MB,DO,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Springfield City Area Transit,Active,Y,337,"Springfield, OH",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,4,5,4,6,6,5,5,4,4,5,4,6,4,4,5,5,6,6,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Springfield City Area Transit,Active,Y,337,"Springfield, OH",DR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Springfield City Area Transit,Active,Y,337,"Springfield, OH",MB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,14,14,14,14,12,12,14,14,14,13,13,13,12,12,14,14,10,15,13,13,12,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5020,Springfield City Area Transit,Active,Y,337,"Springfield, OH",MB,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,8,8,8,8,8,8,8,8,8,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5021,Portage Area Regional Transportation Authority,Active,N,71,"Akron, OH",DR,DO,16,16,16,16,16,16,16,16,16,16,16,16,18,18,18,18,18,18,18,18,18,18,18,18,31,31,31,31,31,31,31,31,31,31,31,31,23,23,23,23,23,23,23,23,23,23,23,23,32,32,32,32,32,32,32,32,32,32,32,32,32,25,28,28,28,28,28,28,28,28,28,28,28,28,36,36,36,36,36,36,36,36,36,36,32,32,32,32,32,32,32,32,32,32,32,32,30,30,30,30,30,30,31,30,30,30,30,30,31,31,31,31,25,23,25,25,29,26,28,26,28,27,29,29,25,25,26,25,26,25,25,27,27,26,27,25,26,26,28,27,27,30,28,26,26,26,26,30,26,24,28,26,27,28,28,26,29
5021,Portage Area Regional Transportation Authority,Active,N,71,"Akron, OH",MB,DO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,11,11,11,11,11,11,11,10,24,24,24,24,31,31,31,31,31,11,11,31,31,31,31,31,22,22,22,22,22,22,22,22,22,22,22,22,22,27,24,24,24,24,24,24,24,24,24,24,24,24,20,20,20,20,20,20,20,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,17,17,17,28,28,28,28,28,28
5022,Toledo Area Regional Transit Authority,Active,N,80,"Toledo, OH-MI",DR,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,47,47,47,47,47,47,47,46,46,46,46,46,55,57,44,44,44,44,44,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,62,62,62,58,55,62,60,60,60,62,67,67,57,59,66,67,67,64,65,64,64,64,57,58,58,57,57,59,59,60,57
5022,Toledo Area Regional Transit Authority,Active,N,80,"Toledo, OH-MI",DR,PT,30,30,30,30,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,37,37,37,37,37,37,37,37,37,37,37,37,30,30,30,30,30,30,30,30,30,30,30,30,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,42,47,47,47,47,47,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5022,Toledo Area Regional Transit Authority,Active,N,80,"Toledo, OH-MI",MB,DO,150,150,150,152,152,93,93,93,153,153,153,153,155,155,155,155,155,155,155,155,155,155,155,155,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,152,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,146,139,145,145,145,145,145,145,145,145,145,134,140,140,140,140,140,140,140,132,134,132,132,132,134,134,134,134,134,134,134,91,91,91,91,91,102,102,102,102,102,102,102,82,82,82,82,82,94,94,94,94,92,92,92,92,78,78,78,78,78,78,78,78,78,62,62,62,62,62,63,63,62,62,62,62,62,61,61,61,62,62,62,62,78
5024,Western Reserve Transit Authority,Active,N,97,"Youngstown, OH-PA",DR,DO,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,0,0,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,8,8,8,8,8,7,8,8,8,8,8,11,15,11,11,15,10,11,11,11,10,12,11,12,12,12,11,12,13,13,14,14,14,13,13,14,14,14,14,13,15,14,14,14,14,13,15,15,14,15,14,13,15,15,15,16,15,15,15,14,15,16,15,16,15
5024,Western Reserve Transit Authority,Active,N,97,"Youngstown, OH-PA",MB,DO,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,36,36,38,38,38,38,38,0,0,0,0,0,0,0,0,0,0,0,38,38,38,25,25,25,25,25,23,23,23,23,23,23,23,23,21,21,21,21,22,22,22,22,22,29,29,29,29,29,23,23,28,28,29,29,22,21,22,22,22,22,22,22,35,35,35,35,32,32,35,31,31,32,30,35,32,32,33,33,41,41,44,41,41,39,42,44,42,39,38,40,35,34,35,35,35,34,35,35,34,35,34,35,34,33,34,34,34,32,34,34,34,35,33,34,34
5025,Duluth Transit Authority,Active,N,260,"Duluth, MN-WI",DR,PT,6,6,6,6,6,6,6,6,6,6,6,6,,,,,,,,,,,,,7,7,7,7,0,0,0,0,0,0,0,0,6,6,6,6,6,6,6,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,7
5025,Duluth Transit Authority,Active,N,260,"Duluth, MN-WI",MB,DO,60,60,60,60,60,60,60,60,60,60,60,60,,,,,,,,,,,,,45,45,45,45,0,0,0,0,0,0,0,0,44,44,44,44,44,44,44,44,44,44,44,44,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,41,44,44,44,44,44,44,44,44,44,44,44,46,46,46,46,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,47,50,50,50,51,51,51,51,51,51,51,51,51,51,51,51,46
5026,"City of Moorhead, DBA: Metropolitan Area Transit",Active,N,194,"Fargo, ND-MN",DR,PT,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3
5026,"City of Moorhead, DBA: Metropolitan Area Transit",Active,N,194,"Fargo, ND-MN",MB,PT,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,6,6,6,8,8,8,8,8,8,8,8,8,6,6,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,7,7,7,7,8,8,8,8,8,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
5027,Metro Transit,Active,N,16,"Minneapolis-St. Paul, MN-WI",CR,PT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,16,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,22,22,19,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23
5027,Metro Transit,Active,N,16,"Minneapolis-St. Paul, MN-WI",LR,DO,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,15,15,17,19,22,20,22,22,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,23,24,24,24,24,24,26,27,27,26,26,26,26,26,27,27,26,26,26,26,26,27,27,27,27,27,27,27,27,26,26,27,27,27,27,27,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,26,26,27,27,27,27,27,27,26,27,27,27,26,27,27,27,26,25,26,27,26,26,26,27,28,29,32,32,32,37,41,41,37,42,40,42,37,43,42,72,72,72,72,72,72,72,72
5027,Metro Transit,Active,N,16,"Minneapolis-St. Paul, MN-WI",MB,DO,793,793,787,786,784,784,772,844,780,780,768,772,774,774,769,769,769,741,741,741,748,722,725,721,722,722,722,718,714,709,709,709,712,712,715,705,705,705,705,705,705,709,709,709,686,694,694,686,692,692,699,698,696,693,693,693,696,698,702,692,693,694,696,696,696,715,715,729,728,732,735,739,747,747,746,744,737,739,739,739,744,744,747,741,746,746,737,737,732,728,726,725,739,739,735,727,782,739,741,740,731,731,729,744,744,739,739,730,740,741,741,741,736,735,735,741,735,735,739,739,740,742,742,742,731,730,730,730,747,744,744,736,743,743,747,747,755,755,754,765,765,766,766,756,765,768,769,769,759,768,768,750,759,760,760,758,758
5028,St. Cloud Metropolitan Transit Commission,Active,N,281,"St. Cloud, MN",CB,DO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4
5028,St. Cloud Metropolitan Transit Commission,Active,N,281,"St. Cloud, MN",DR,DO,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,17,17,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,18,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
5028,St. Cloud Metropolitan Transit Commission,Active,N,281,"St. Cloud, MN",MB,DO,21,21,21,21,21,21,21,21,21,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,23,23,19,19,19,23,23,23,23,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,20,20,20,25,25,25,25,25,25,25,25,25,20,20,20,25,25,25,25,25,26,26,26,26,21,21,26,26,27,27,27,27,27,27,27,27,22,22,27,27,27,30,30,30,30,30,30,30,25,25,30,30,30,30,30,30,30,30,30,30,25,25,30,30,30,30,30,27,27,27,27,27,22,22,27,27,27,27,27,27,27,27,27,27,22,22,27,27,27,27,27,27,27,27,27,27,22,22,27,27,27,27,27,27
5029,Bay Metropolitan Transit Authority,Active,N,390,"Bay City, MI",DR,DO,19,19,19,19,19,19,19,19,19,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16
5029,Bay Metropolitan Transit Authority,Active,N,390,"Bay City, MI",MB,DO,31,31,31,31,31,31,31,31,31,31,31,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,37,37,37,37,34,34,34,35,35,35,35,35,35,35,35,35,22,22,35,35,35,35,35,35,35,35,35,35,17,17,17,26,23,19,22,46,46,46,46,46,35,35,46,46,46,46,46,46,46,46,46,46,25,29,25,45,45,45,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46
5030,Battle Creek Transit,Active,Y,363,"Battle Creek, MI",DR,DO,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,7,7,7,7,7,7,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5030,Battle Creek Transit,Active,Y,363,"Battle Creek, MI",MB,DO,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5031,Suburban Mobility Authority for Regional Transportation,Active,N,11,"Detroit, MI",DR,DO,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,83,85,85,85,85,85,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,77,77,77,77,77,77,79,79,79,79,79,79,79,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77,77
5031,Suburban Mobility Authority for Regional Transportation,Active,N,11,"Detroit, MI",DR,PT,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,37,38,38,37,37,37,37,37,37,37,37,37,37,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,38,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,34,34,34,34,34,28,28,28,28,28,28,28,34,34,34,34,34,34,34,34,34,34,34,34,34
5031,Suburban Mobility Authority for Regional Transportation,Active,N,11,"Detroit, MI",MB,DO,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,234,220,220,220,220,220,215,215,215,215,215,215,215,222,222,222,222,222,227,227,227,227,227,227,227,231,231,231,231,231,227,227,227,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,230,229,229,229,229,229,229,229,229,229,229,229,226,226,226,226,226,226,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,225,221,221,221,221,221,194,194,194,194,194,194,221,221,221,221,221,221,221,196,196,196,196,196,197,197,197,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194,194
