NTDID,Agency,Mode,TOS,Active,Small Systems Waiver,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,Most Recent Report Year,FY End Month,FY End Year,Passenger Miles FY,Unlinked Passenger Trips FY,Average Trip Length FY,Fares FY,Operating Expenses FY,Average Cost per Trip FY,Average Fares per Trip FY
5193,"VRide, Inc. - Michigan",VP,DO,Active,N,Farmington Hills,MI,11,"Detroit, MI","1,337","3,734,090","97,990","10,003,422",2013,12,2013,"39,249,093","1,183,168",33.17," $	3,078,759 "," $	4,790,480 ", $	4.05 , $	2.60 
5194,Boone County Council on Aging,DR,DO,Active,Y,Belvidere,IL,127,"Rockford, IL",153,"296,863",267,"54,165",2013,6,2013,0,"25,918",0.00," $	24,655 "," $	488,385 ", $	18.84 , $	0.95 
5197,Trumbull County Transit Board,DR,PT,Active,N,Warren,OH,97,"Youngstown, OH-PA",241,"387,550",625,"210,312",2013,12,2013,"618,845","54,622",11.33," $	79,935 "," $	1,852,243 ", $	33.91 , $	1.46 
5198,Medina County Public Transit,DR,DO,Active,N,Medina,OH,25,"Cleveland, OH",772,"1,780,673",425,"180,000",2013,12,2013,"421,443","74,626",5.65," $	65,896 "," $	1,466,077 ", $	19.65 , $	0.88 
5198,Medina County Public Transit,DT,PT,Active,N,Medina,OH,25,"Cleveland, OH",772,"1,780,673",425,"180,000",2013,12,2013,"90,597","3,939",23.00, $	-00 ," $	258,663 ", $	65.67 , $	-00 
5198,Medina County Public Transit,MB,DO,Active,N,Medina,OH,25,"Cleveland, OH",772,"1,780,673",425,"180,000",2013,12,2013,"138,294","21,276",6.50," $	23,736 "," $	306,976 ", $	14.43 , $	1.12 
5199,Delaware County Transit Board,DR,DO,Active,N,Delaware,OH,36,"Columbus, OH",510,"1,368,035",459,"174,214",2013,12,2013,"247,061","34,242",7.22," $	74,822 "," $	1,074,735 ", $	31.39 , $	2.19 
5199,Delaware County Transit Board,MB,DO,Active,N,Delaware,OH,36,"Columbus, OH",510,"1,368,035",459,"174,214",2013,12,2013,"172,264","37,341",4.61," $	34,466 "," $	703,155 ", $	18.83 , $	0.92 
5211,Rides Mass Transit District,MB,DO,Active,N,Harrisburg,IL,408,"Carbondale, IL",49,"67,821","7,379","306,981",2013,6,2013,"7,988,809","589,580",13.55," $	340,563 "," $	9,176,584 ", $	15.56 , $	0.58 
6001,Amarillo City Transit,DR,DO,Active,N,Amarillo,TX,182,"Amarillo, TX",81,"196,651",74,"190,695",2013,9,2013,"337,043","39,764",8.48," $	58,029 "," $	1,287,235 ", $	32.37 , $	1.46 
6001,Amarillo City Transit,MB,DO,Active,N,Amarillo,TX,182,"Amarillo, TX",81,"196,651",74,"190,695",2013,9,2013,"1,399,708","368,941",3.79," $	149,462 "," $	2,989,728 ", $	8.10 , $	0.41 
6006,Mass Transit Department - City of El Paso,DR,DO,Active,N,El Paso,TX,53,"El Paso, TX-NM",251,"803,086",251,"803,086",2013,8,2013,"465,039","38,620",12.04," $	91,875 "," $	1,691,754 ", $	43.81 , $	2.38 
6006,Mass Transit Department - City of El Paso,DR,PT,Active,N,El Paso,TX,53,"El Paso, TX-NM",251,"803,086",251,"803,086",2013,8,2013,"2,125,970","178,508",11.91," $	428,962 "," $	5,972,217 ", $	33.46 , $	2.40 
6006,Mass Transit Department - City of El Paso,DT,PT,Active,N,El Paso,TX,53,"El Paso, TX-NM",251,"803,086",251,"803,086",2013,8,2013,"51,309","7,476",6.86," $	15,905 "," $	198,041 ", $	26.49 , $	2.13 
6006,Mass Transit Department - City of El Paso,MB,DO,Active,N,El Paso,TX,53,"El Paso, TX-NM",251,"803,086",251,"803,086",2013,8,2013,"62,584,492","12,485,666",5.01," $	9,148,195 "," $	43,891,125 ", $	3.52 , $	0.73 
6007,Fort Worth Transportation Authority,CR,PT,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,,,," $	2,257,458 "," $	10,839,195 ",,
6007,Fort Worth Transportation Authority,DR,DO,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,"1,858,508","161,694",11.49," $	369,435 "," $	6,944,988 ", $	42.95 , $	2.28 
6007,Fort Worth Transportation Authority,DR,PT,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,"2,697,175","234,176",11.52," $	660,748 "," $	6,121,200 ", $	26.14 , $	2.82 
6007,Fort Worth Transportation Authority,MB,DO,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,"23,444,054","7,454,288",3.15," $	4,527,304 "," $	33,006,958 ", $	4.43 , $	0.61 
6007,Fort Worth Transportation Authority,MB,PT,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,"308,819","79,363",3.89, $	-00 ," $	405,592 ", $	5.11 , $	-00 
6007,Fort Worth Transportation Authority,VP,PT,Active,N,Fort Worth,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",350,"824,984",2013,9,2013,,,," $	1,602,387 "," $	2,807,239 ",,
6008,"Metropolitan Transit Authority of Harris County, Texas",CB,DO,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"111,621,454","6,054,996",18.43," $	23,006,184 "," $	40,081,830 ", $	6.62 , $	3.80 
6008,"Metropolitan Transit Authority of Harris County, Texas",CB,PT,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"36,610,457","1,882,835",19.44," $	5,878,857 "," $	7,314,721 ", $	3.89 , $	3.12 
6008,"Metropolitan Transit Authority of Harris County, Texas",DR,PT,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"17,653,456","1,568,411",11.26," $	1,345,185 "," $	42,434,900 ", $	27.06 , $	0.86 
6008,"Metropolitan Transit Authority of Harris County, Texas",DT,PT,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"1,589,420","181,505",8.76," $	249,925 "," $	3,754,892 ", $	20.69 , $	1.38 
6008,"Metropolitan Transit Authority of Harris County, Texas",LR,DO,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"26,539,382","11,320,995",2.34," $	4,483,444 "," $	18,385,544 ", $	1.62 , $	0.40 
6008,"Metropolitan Transit Authority of Harris County, Texas",MB,DO,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"254,630,331","48,883,645",5.21," $	27,365,418 "," $	260,699,069 ", $	5.33 , $	0.56 
6008,"Metropolitan Transit Authority of Harris County, Texas",MB,PT,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"56,169,997","11,869,033",4.73," $	6,750,764 "," $	44,205,971 ", $	3.72 , $	0.57 
6008,"Metropolitan Transit Authority of Harris County, Texas",VP,PT,Active,N,Houston,TX,7,"Houston, TX","1,660","4,944,332","1,285","3,695,527",2013,9,2013,"69,413,915","2,474,378",28.05," $	7,495,747 "," $	9,213,857 ", $	3.72 , $	3.03 
6009,"Laredo Transit Management, Inc.",DR,DO,Active,N,Laredo,TX,157,"Laredo, TX",66,"235,730",89,"236,091",2013,9,2013,"287,069","53,107",5.41," $	41,644 "," $	2,142,420 ", $	40.34 , $	0.78 
6009,"Laredo Transit Management, Inc.",MB,DO,Active,N,Laredo,TX,157,"Laredo, TX",66,"235,730",89,"236,091",2013,9,2013,"10,121,410","3,243,378",3.12," $	3,367,797 "," $	11,925,274 ", $	3.68 , $	1.04 
6010,"City Transit Management Company, Inc.",DR,DO,Active,N,Lubbock,TX,155,"Lubbock, TX",96,"237,356",75,"237,356",2013,9,2013,"786,911","99,781",7.89," $	241,362 "," $	2,853,527 ", $	28.60 , $	2.42 
6010,"City Transit Management Company, Inc.",DR,PT,Active,N,Lubbock,TX,155,"Lubbock, TX",96,"237,356",75,"237,356",2013,9,2013,,,,,,,
6010,"City Transit Management Company, Inc.",MB,DO,Active,N,Lubbock,TX,155,"Lubbock, TX",96,"237,356",75,"237,356",2013,9,2013,"9,696,169","3,787,566",2.56," $	4,270,790 "," $	7,921,972 ", $	2.09 , $	1.13 
6010,"City Transit Management Company, Inc.",MB,PT,Active,N,Lubbock,TX,155,"Lubbock, TX",96,"237,356",75,"237,356",2013,9,2013,,,,,,,
6011,VIA Metropolitan Transit,DR,DO,Active,N,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,785,704",2013,9,2013,"5,254,034","488,752",10.75," $	831,720 "," $	19,897,980 ", $	40.71 , $	1.70 
6011,VIA Metropolitan Transit,DR,PT,Active,N,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,785,704",2013,9,2013,"6,579,703","570,332",11.54," $	895,311 "," $	12,500,301 ", $	21.92 , $	1.57 
6011,VIA Metropolitan Transit,MB,DO,Active,N,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,785,704",2013,9,2013,"195,735,848","45,484,426",4.30," $	23,363,166 "," $	140,545,270 ", $	3.09 , $	0.51 
6011,VIA Metropolitan Transit,RB,DO,Active,N,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,785,704",2013,9,2013,,,,,,,
6011,VIA Metropolitan Transit,VP,PT,Active,N,San Antonio,TX,26,"San Antonio, TX",597,"1,758,210","1,213","1,785,704",2013,9,2013,"17,663,708","419,727",42.08," $	2,111,524 "," $	2,147,783 ", $	5.12 , $	5.03 
6012,"Waco Transit System, Inc.",DR,DO,Active,N,Waco,TX,196,"Waco, TX",90,"172,378",58,"117,241",2013,9,2013,"161,568","35,536",4.55," $	95,982 "," $	880,798 ", $	24.79 , $	2.70 
6012,"Waco Transit System, Inc.",MB,DO,Active,N,Waco,TX,196,"Waco, TX",90,"172,378",58,"117,241",2013,9,2013,"4,324,455","966,015",4.48," $	1,087,676 "," $	4,032,819 ", $	4.17 , $	1.13 
6013,Port Arthur Transit,DR,DO,Active,Y,Port Arthur,TX,215,"Port Arthur, TX",106,"153,150",39,"57,755",2013,9,2013,0,"24,627",0.00," $	47,863 "," $	808,208 ", $	32.82 , $	1.94 
6013,Port Arthur Transit,MB,DO,Active,Y,Port Arthur,TX,215,"Port Arthur, TX",106,"153,150",39,"57,755",2013,9,2013,0,"129,087",0.00," $	94,563 "," $	1,370,319 ", $	10.62 , $	0.73 
6014,City of Brownsville - Brownsville Metro,CB,PT,Active,N,Brownsville,TX,164,"Brownsville, TX",82,"217,585","354,395","180,097",2013,9,2013,,,,,,,
6014,City of Brownsville - Brownsville Metro,DR,DO,Active,N,Brownsville,TX,164,"Brownsville, TX",82,"217,585","354,395","180,097",2013,9,2013,"152,058","26,710",5.69," $	29,466 "," $	975,812 ", $	36.53 , $	1.10 
6014,City of Brownsville - Brownsville Metro,MB,DO,Active,N,Brownsville,TX,164,"Brownsville, TX",82,"217,585","354,395","180,097",2013,9,2013,"10,013,638","1,779,063",5.63," $	1,126,521 "," $	5,711,382 ", $	3.21 , $	0.63 
6015,Island Transit,CB,DO,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,0,"115,250",0.00," $	196,066 "," $	1,279,326 ", $	11.10 , $	1.70 
6015,Island Transit,DR,DO,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,0,"26,420",0.00," $	15,814 "," $	722,223 ", $	27.34 , $	0.60 
6015,Island Transit,DR,PT,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,,,,,,,
6015,Island Transit,LR,DO,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,,,,,,,
6015,Island Transit,LR,PT,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,,,,,,,
6015,Island Transit,MB,DO,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,0,"632,959",0.00," $	282,947 "," $	2,554,949 ", $	4.04 , $	0.45 
6015,Island Transit,MB,PT,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,,,,,,,
6015,Island Transit,TB,DO,Active,Y,Galveston,TX,0,Non-UZA,,0,32,"47,743",2013,9,2013,,,,,,,
6016,Beaumont Municipal Transit System,DR,DO,Active,N,Beaumont,TX,222,"Beaumont, TX",92,"147,922",41,"82,731",2013,9,2013,,,,,,,
6016,Beaumont Municipal Transit System,DR,PT,Active,N,Beaumont,TX,222,"Beaumont, TX",92,"147,922",41,"82,731",2013,9,2013,"97,181","24,077",4.04," $	53,260 "," $	1,033,919 ", $	42.94 , $	2.21 
6016,Beaumont Municipal Transit System,MB,DO,Active,N,Beaumont,TX,222,"Beaumont, TX",92,"147,922",41,"82,731",2013,9,2013,,,,,,,
6016,Beaumont Municipal Transit System,MB,PT,Active,N,Beaumont,TX,222,"Beaumont, TX",92,"147,922",41,"82,731",2013,9,2013,"2,064,293","554,636",3.72," $	470,042 "," $	3,712,372 ", $	6.69 , $	0.85 
6017,Central Oklahoma Transportation and Parking Authority,DR,DO,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,"403,841","46,222",8.74," $	120,408 "," $	3,366,594 ", $	72.84 , $	2.61 
6017,Central Oklahoma Transportation and Parking Authority,DR,PT,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,,,,,,,
6017,Central Oklahoma Transportation and Parking Authority,DT,PT,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,"59,728","11,876",5.03," $	78,983 "," $	168,146 ", $	14.16 , $	6.65 
6017,Central Oklahoma Transportation and Parking Authority,FB,PT,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,"20,195","6,768",2.98," $	36,178 "," $	936,999 ", $	138.45 , $	5.35 
6017,Central Oklahoma Transportation and Parking Authority,MB,DO,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,"15,051,012","2,812,122",5.35," $	2,404,063 "," $	18,423,070 ", $	6.55 , $	0.85 
6017,Central Oklahoma Transportation and Parking Authority,MB,PT,Active,N,Oklahoma City,OK,51,"Oklahoma City, OK",411,"861,505",244,"650,221",2013,6,2013,"251,157","35,437",7.09," $	9,120 "," $	646,601 ", $	18.25 , $	0.26 
6018,Metropolitan Tulsa Transit Authority,DR,DO,Active,N,Tulsa,OK,62,"Tulsa, OK",336,"655,479",196,"400,000",2013,6,2013,,,,,,,
6018,Metropolitan Tulsa Transit Authority,DR,PT,Active,N,Tulsa,OK,62,"Tulsa, OK",336,"655,479",196,"400,000",2013,6,2013,"1,098,553","160,139",6.86," $	434,370 "," $	4,173,578 ", $	26.06 , $	2.71 
6018,Metropolitan Tulsa Transit Authority,DT,PT,Active,N,Tulsa,OK,62,"Tulsa, OK",336,"655,479",196,"400,000",2013,6,2013,,,,,,,
6018,Metropolitan Tulsa Transit Authority,MB,DO,Active,N,Tulsa,OK,62,"Tulsa, OK",336,"655,479",196,"400,000",2013,6,2013,"16,582,479","2,950,619",5.62," $	2,493,769 "," $	13,019,207 ", $	4.41 , $	0.85 
6018,Metropolitan Tulsa Transit Authority,MB,PT,Active,N,Tulsa,OK,62,"Tulsa, OK",336,"655,479",196,"400,000",2013,6,2013,"242,480","44,987",5.39," $	33,721 "," $	477,492 ", $	10.61 , $	0.75 
6019,City of Albuquerque Transit Department,DR,DO,Active,N,Albuquerque,NM,56,"Albuquerque, NM",251,"741,318",235,"661,629",2013,6,2013,"2,330,505","244,099",9.55," $	339,712 "," $	7,532,768 ", $	30.86 , $	1.39 
6019,City of Albuquerque Transit Department,MB,DO,Active,N,Albuquerque,NM,56,"Albuquerque, NM",251,"741,318",235,"661,629",2013,6,2013,"45,300,899","12,906,239",3.51," $	4,187,945 "," $	35,666,056 ", $	2.76 , $	0.32 
6020,Louisiana Department of Transportation & Development,FB,DO,Active,N,Baton Rouge,LA,49,"New Orleans, LA",251,"899,703",251,"899,703",2013,6,2013,"1,215,008","2,235,090",0.54,," $	8,364,782 ", $	3.74 ,
6022,Capital Area Transit System,DR,PT,Active,N,Baton Rouge,LA,68,"Baton Rouge, LA",367,"594,309",273,"388,542",2013,12,2013,"392,891","82,235",4.78," $	127,744 "," $	2,239,398 ", $	27.23 , $	1.55 
6022,Capital Area Transit System,MB,DO,Active,N,Baton Rouge,LA,68,"Baton Rouge, LA",367,"594,309",273,"388,542",2013,12,2013,"13,863,301","3,748,203",3.70," $	1,832,474 "," $	14,177,436 ", $	3.78 , $	0.49 
6022,Capital Area Transit System,MB,PT,Active,N,Baton Rouge,LA,68,"Baton Rouge, LA",367,"594,309",273,"388,542",2013,12,2013,,,,,,,
6024,Shreveport Area Transit System,DR,DO,Active,N,Shreveport,LA,126,"Shreveport, LA",185,"298,317",61,"275,213",2013,12,2013,"705,756","60,487",11.67," $	110,836 "," $	1,273,045 ", $	21.05 , $	1.83 
6024,Shreveport Area Transit System,DR,PT,Active,N,Shreveport,LA,126,"Shreveport, LA",185,"298,317",61,"275,213",2013,12,2013,,,,,,,
6024,Shreveport Area Transit System,MB,DO,Active,N,Shreveport,LA,126,"Shreveport, LA",185,"298,317",61,"275,213",2013,12,2013,"16,251,302","3,278,971",4.96," $	2,496,920 "," $	12,888,796 ", $	3.93 , $	0.76 
6025,City of Alexandria,DR,DO,Active,Y,Alexandria,LA,346,"Alexandria, LA",66,"82,804",28,"62,924",2013,4,2013,0,"16,239",0.00," $	10,021 "," $	380,267 ", $	23.42 , $	0.62 
6025,City of Alexandria,MB,DO,Active,Y,Alexandria,LA,346,"Alexandria, LA",66,"82,804",28,"62,924",2013,4,2013,0,"753,864",0.00," $	434,767 "," $	2,304,265 ", $	3.06 , $	0.58 
6026,City of Monroe Transit System,DR,DO,Active,Y,Monroe,LA,272,"Monroe, LA",82,"116,533",31,"50,000",2013,4,2013,0,"8,964",0.00," $	16,852 "," $	303,060 ", $	33.81 , $	1.88 
6026,City of Monroe Transit System,MB,DO,Active,Y,Monroe,LA,272,"Monroe, LA",82,"116,533",31,"50,000",2013,4,2013,0,"1,265,378",0.00," $	858,545 "," $	4,327,135 ", $	3.42 , $	0.68 
6032,New Orleans Regional Transit Authority,DR,DO,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,,,,,,,
6032,New Orleans Regional Transit Authority,DR,PT,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,"1,607,728","219,204",7.33," $	399,602 "," $	13,789,433 ", $	62.91 , $	1.82 
6032,New Orleans Regional Transit Authority,LR,DO,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,,,,,,,
6032,New Orleans Regional Transit Authority,MB,DO,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,,,,,,,
6032,New Orleans Regional Transit Authority,MB,PT,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,"42,191,269","12,915,657",3.27," $	10,627,857 "," $	47,253,059 ", $	3.66 , $	0.82 
6032,New Orleans Regional Transit Authority,SR,PT,Active,N,New Orleans,LA,49,"New Orleans, LA",251,"899,703",75,"369,250",2013,12,2013,"15,441,101","8,650,376",1.79," $	6,859,287 "," $	23,966,232 ", $	2.77 , $	0.79 
6033,Central Arkansas Transit Authority,DR,DO,Active,N,North Little Rock,AR,88,"Little Rock, AR",258,"431,388",97,"165,264",2013,12,2013,"537,776","69,257",7.76," $	186,870 "," $	1,861,179 ", $	26.87 , $	2.70 
6033,Central Arkansas Transit Authority,LR,DO,Active,N,North Little Rock,AR,88,"Little Rock, AR",258,"431,388",97,"165,264",2013,12,2013,,,,,,,
6033,Central Arkansas Transit Authority,MB,DO,Active,N,North Little Rock,AR,88,"Little Rock, AR",258,"431,388",97,"165,264",2013,12,2013,"15,483,333","2,770,519",5.59," $	1,998,662 "," $	13,209,787 ", $	4.77 , $	0.72 
6033,Central Arkansas Transit Authority,SR,DO,Active,N,North Little Rock,AR,88,"Little Rock, AR",258,"431,388",97,"165,264",2013,12,2013,"144,418","92,543",1.56," $	76,057 "," $	1,062,877 ", $	11.49 , $	0.82 
6035,Wichita Falls Transit System,DR,DO,Active,Y,Wichita Falls,TX,301,"Wichita Falls, TX",50,"99,437",71,"99,437",2013,9,2013,,,,,,,
6037,City of San Angelo,DR,DO,Inactive,N,San Angelo,TX,300,"San Angelo, TX",46,"87,969",46,"87,969",2006,9,2006,"172,452","24,636",7.00," $	44,856 "," $	574,236 ", $	23.31 , $	1.82 
6037,City of San Angelo,MB,DO,Inactive,N,San Angelo,TX,300,"San Angelo, TX",46,"87,969",46,"87,969",2006,9,2006,"849,318","147,618",5.75," $	83,303 "," $	914,369 ", $	6.19 , $	0.56 
6037,City of San Angelo,VP,DO,Inactive,N,San Angelo,TX,300,"San Angelo, TX",46,"87,969",46,"87,969",2006,9,2006,,,,,,,
6038,Lafayette Transit System,DR,PT,Active,N,Lafayette,LA,148,"Lafayette, LA",179,"252,720",49,"148,843",2013,10,2013,"154,859","24,883",6.22," $	18,663 "," $	594,831 ", $	23.91 , $	0.75 
6038,Lafayette Transit System,MB,DO,Active,N,Lafayette,LA,148,"Lafayette, LA",179,"252,720",49,"148,843",2013,10,2013,"7,157,908","1,436,957",4.98," $	493,073 "," $	4,370,012 ", $	3.04 , $	0.34 
6038,Lafayette Transit System,MB,PT,Active,N,Lafayette,LA,148,"Lafayette, LA",179,"252,720",49,"148,843",2013,10,2013,"450,405","30,345",14.84," $	35,362 "," $	366,606 ", $	12.08 , $	1.17 
6038,Lafayette Transit System,VP,DO,Active,N,Lafayette,LA,148,"Lafayette, LA",179,"252,720",49,"148,843",2013,10,2013,,,,,,,
6040,CityLink Transit,DR,DO,Active,Y,Abilene,TX,282,"Abilene, TX",55,"110,421",55,"110,421",2013,9,2013,0,"113,667",0.00," $	323,930 "," $	1,917,829 ", $	16.87 , $	2.85 
6040,CityLink Transit,MB,DO,Active,Y,Abilene,TX,282,"Abilene, TX",55,"110,421",55,"110,421",2013,9,2013,0,"511,197",0.00," $	390,511 "," $	1,728,186 ", $	3.38 , $	0.76 
6041,Handitran Special Transit Division - City of Arlington,DR,DO,Active,N,Arlington,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",199,"368,216",2013,9,2013,"681,462","57,060",11.94," $	89,546 "," $	1,587,144 ", $	27.82 , $	1.57 
6041,Handitran Special Transit Division - City of Arlington,DR,PT,Active,N,Arlington,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",199,"368,216",2013,9,2013,,,,,,,
6041,Handitran Special Transit Division - City of Arlington,DT,PT,Active,N,Arlington,TX,6,"Dallas-Fort Worth-Arlington, TX","1,779","5,121,892",199,"368,216",2013,9,2013,"623,167","71,792",8.68," $	128,859 "," $	1,505,859 ", $	20.98 , $	1.79 
6048,Capital Metropolitan Transportation Authority,CB,DO,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,CB,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"9,728,554","641,492",15.17," $	677,343 "," $	7,724,750 ", $	12.04 , $	1.06 
6048,Capital Metropolitan Transportation Authority,CR,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,DR,DO,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,DR,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"4,772,554","592,042",8.06," $	586,347 "," $	31,294,687 ", $	52.86 , $	0.99 
6048,Capital Metropolitan Transportation Authority,DT,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"138,430","20,144",6.87," $	45,796 "," $	456,086 ", $	22.64 , $	2.27 
6048,Capital Metropolitan Transportation Authority,MB,DO,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,MB,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"133,207,492","34,093,992",3.91," $	16,681,175 "," $	111,871,716 ", $	3.28 , $	0.49 
6048,Capital Metropolitan Transportation Authority,RB,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,VP,DO,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"5,824,978","219,902",26.49," $	510,162 "," $	2,137,476 ", $	9.72 , $	2.32 
6048,Capital Metropolitan Transportation Authority,VP,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,,,,,,,
6048,Capital Metropolitan Transportation Authority,YR,PT,Active,N,Austin,TX,37,"Austin, TX",523,"1,362,416",529,"1,046,404",2013,9,2013,"13,281,938","834,699",15.91," $	3,358,278 "," $	13,712,449 ", $	16.43 , $	4.02 
